student_id,date_registered,total_minutes_watched,num_paid_days,buckets
268480,2022-03-24,19.05,365 days,"(0.0, 30.0]"
268481,2022-03-24,0.0,223 days,0
268485,2022-03-24,214.31,1 days,"(120.0, 240.0]"
268497,2022-03-24,37.58,1 days,"(30.0, 60.0]"
268510,2022-03-24,356.0,365 days,"(240.0, 480.0]"
268511,2022-03-24,135.95,365 days,"(120.0, 240.0]"
268516,2022-03-24,1499.54,365 days,"(1000.0, 2000.0]"
268527,2022-03-25,138.52,365 days,"(120.0, 240.0]"
268529,2022-03-25,338.12,30 days,"(240.0, 480.0]"
268545,2022-03-25,153.13,365 days,"(120.0, 240.0]"
268553,2022-03-25,190.71999999999997,365 days,"(120.0, 240.0]"
268556,2022-03-25,851.3300000000002,30 days,"(480.0, 1000.0]"
268558,2022-03-25,406.79,365 days,"(240.0, 480.0]"
268572,2022-03-25,25.779999999999998,365 days,"(0.0, 30.0]"
268574,2022-03-25,0.23,365 days,"(0.0, 30.0]"
268584,2022-03-25,684.51,365 days,"(480.0, 1000.0]"
268600,2022-03-26,332.59000000000003,365 days,"(240.0, 480.0]"
268618,2022-03-26,1086.5800000000002,365 days,"(1000.0, 2000.0]"
268641,2022-03-26,728.9099999999999,365 days,"(480.0, 1000.0]"
268643,2022-03-26,314.14,365 days,"(240.0, 480.0]"
268647,2022-03-26,2.7199999999999998,365 days,"(0.0, 30.0]"
268701,2022-03-27,68.95,1 days,"(60.0, 120.0]"
268706,2022-03-27,108.04,365 days,"(60.0, 120.0]"
268714,2022-03-27,606.7,365 days,"(480.0, 1000.0]"
268715,2022-03-27,44.15,365 days,"(30.0, 60.0]"
268718,2022-03-27,347.18999999999994,365 days,"(240.0, 480.0]"
268732,2022-03-27,21.25,365 days,"(0.0, 30.0]"
268736,2022-03-27,40.38,365 days,"(30.0, 60.0]"
268742,2022-03-28,77.76,365 days,"(60.0, 120.0]"
268764,2022-03-28,2690.25,365 days,"(2000.0, 3000.0]"
268768,2022-03-28,494.96999999999997,365 days,"(480.0, 1000.0]"
268779,2022-03-28,126.63000000000002,365 days,"(120.0, 240.0]"
268792,2022-03-28,188.02,365 days,"(120.0, 240.0]"
268796,2022-03-28,2221.4,61 days,"(2000.0, 3000.0]"
268800,2022-03-28,992.68,365 days,"(480.0, 1000.0]"
268805,2022-03-28,1880.2300000000002,365 days,"(1000.0, 2000.0]"
268811,2022-03-28,605.5699999999999,365 days,"(480.0, 1000.0]"
268817,2022-03-28,278.85,365 days,"(240.0, 480.0]"
268825,2022-03-28,3061.23,365 days,"(3000.0, 4000.0]"
268827,2022-03-28,902.7900000000001,365 days,"(480.0, 1000.0]"
268830,2022-03-28,169.13,365 days,"(120.0, 240.0]"
268857,2022-03-29,41.529999999999994,184 days,"(30.0, 60.0]"
268863,2022-03-29,513.99,91 days,"(480.0, 1000.0]"
268866,2022-03-29,485.24,365 days,"(480.0, 1000.0]"
268876,2022-03-29,15.399999999999999,365 days,"(0.0, 30.0]"
268877,2022-03-29,22.369999999999997,365 days,"(0.0, 30.0]"
268883,2022-03-29,200.22000000000003,365 days,"(120.0, 240.0]"
268892,2022-03-29,1193.63,365 days,"(1000.0, 2000.0]"
268897,2022-03-29,3.1,365 days,"(0.0, 30.0]"
268903,2022-03-29,271.95,365 days,"(240.0, 480.0]"
268908,2022-03-29,8.53,365 days,"(0.0, 30.0]"
268915,2022-03-29,179.81,365 days,"(120.0, 240.0]"
268922,2022-03-29,962.7400000000001,365 days,"(480.0, 1000.0]"
268923,2022-03-29,456.38000000000005,365 days,"(240.0, 480.0]"
268926,2022-03-30,7672.66,365 days,"(6000.0, 7698.46]"
268929,2022-03-30,107.51,365 days,"(60.0, 120.0]"
268935,2022-03-30,0.0,365 days,0
268940,2022-03-30,1010.3100000000001,365 days,"(1000.0, 2000.0]"
268962,2022-03-30,1191.86,365 days,"(1000.0, 2000.0]"
268978,2022-03-30,3014.2999999999997,365 days,"(3000.0, 4000.0]"
268985,2022-03-30,2908.189999999999,365 days,"(2000.0, 3000.0]"
268989,2022-03-30,2047.2199999999998,365 days,"(2000.0, 3000.0]"
268990,2022-03-30,2892.71,365 days,"(2000.0, 3000.0]"
269000,2022-03-30,645.29,365 days,"(480.0, 1000.0]"
269010,2022-03-30,1226.27,365 days,"(1000.0, 2000.0]"
269012,2022-03-30,49.47,365 days,"(30.0, 60.0]"
269013,2022-03-30,753.9300000000001,365 days,"(480.0, 1000.0]"
269016,2022-03-30,165.03,365 days,"(120.0, 240.0]"
269020,2022-03-30,263.36,365 days,"(240.0, 480.0]"
269024,2022-03-30,0.0,365 days,0
269027,2022-03-30,0.0,365 days,0
269030,2022-03-30,97.58,365 days,"(60.0, 120.0]"
269036,2022-03-30,113.41,365 days,"(60.0, 120.0]"
269038,2022-03-30,500.85999999999996,365 days,"(480.0, 1000.0]"
269040,2022-03-30,3186.6399999999994,365 days,"(3000.0, 4000.0]"
269046,2022-03-30,0.0,365 days,0
269047,2022-03-30,470.9,31 days,"(240.0, 480.0]"
269050,2022-03-30,329.44,365 days,"(240.0, 480.0]"
269053,2022-03-31,0.0,365 days,0
269054,2022-03-31,1353.4099999999999,365 days,"(1000.0, 2000.0]"
269056,2022-03-31,0.0,365 days,0
269064,2022-03-31,1787.32,365 days,"(1000.0, 2000.0]"
269066,2022-03-31,1867.8899999999999,365 days,"(1000.0, 2000.0]"
269068,2022-03-31,262.96000000000004,365 days,"(240.0, 480.0]"
269070,2022-03-31,1141.39,365 days,"(1000.0, 2000.0]"
269110,2022-03-31,1053.8799999999999,365 days,"(1000.0, 2000.0]"
269120,2022-03-31,10.35,365 days,"(0.0, 30.0]"
269130,2022-03-31,121.95000000000002,456 days,"(120.0, 240.0]"
269174,2022-04-01,5.010000000000001,365 days,"(0.0, 30.0]"
269188,2022-04-01,40.870000000000005,61 days,"(30.0, 60.0]"
269204,2022-04-01,7698.460000000001,365 days,"(6000.0, 7698.46]"
269220,2022-04-01,227.54000000000002,61 days,"(120.0, 240.0]"
269289,2022-04-01,307.28,365 days,"(240.0, 480.0]"
269314,2022-04-02,3990.1200000000003,365 days,"(3000.0, 4000.0]"
269321,2022-04-02,275.83000000000004,365 days,"(240.0, 480.0]"
269457,2022-04-03,6.67,365 days,"(0.0, 30.0]"
269470,2022-04-03,246.12,365 days,"(240.0, 480.0]"
269485,2022-04-03,921.82,365 days,"(480.0, 1000.0]"
269492,2022-04-03,588.6499999999999,365 days,"(480.0, 1000.0]"
269501,2022-04-03,246.43999999999997,365 days,"(240.0, 480.0]"
269518,2022-04-03,2279.67,365 days,"(2000.0, 3000.0]"
269519,2022-04-03,629.1200000000001,365 days,"(480.0, 1000.0]"
269534,2022-04-03,12.07,375 days,"(0.0, 30.0]"
269535,2022-04-03,21.949999999999996,61 days,"(0.0, 30.0]"
269540,2022-04-03,2227.8299999999995,365 days,"(2000.0, 3000.0]"
269541,2022-04-03,1627.69,365 days,"(1000.0, 2000.0]"
269549,2022-04-04,875.4699999999999,365 days,"(480.0, 1000.0]"
269570,2022-04-04,1483.24,214 days,"(1000.0, 2000.0]"
269594,2022-04-04,181.42000000000002,365 days,"(120.0, 240.0]"
269633,2022-04-04,116.35,61 days,"(60.0, 120.0]"
269646,2022-04-04,1189.6599999999999,91 days,"(1000.0, 2000.0]"
269653,2022-04-04,412.21000000000004,91 days,"(240.0, 480.0]"
269660,2022-04-04,478.27,31 days,"(240.0, 480.0]"
269662,2022-04-04,145.38,365 days,"(120.0, 240.0]"
269670,2022-04-05,218.13000000000002,365 days,"(120.0, 240.0]"
269671,2022-04-05,465.35,365 days,"(240.0, 480.0]"
269741,2022-04-05,4779.080000000002,365 days,"(4000.0, 6000.0]"
269744,2022-04-05,907.4200000000002,91 days,"(480.0, 1000.0]"
269748,2022-04-05,131.67,365 days,"(120.0, 240.0]"
269754,2022-04-05,323.30999999999995,365 days,"(240.0, 480.0]"
269771,2022-04-05,861.1999999999999,214 days,"(480.0, 1000.0]"
269796,2022-04-06,54.550000000000004,91 days,"(30.0, 60.0]"
269843,2022-04-06,513.4499999999999,61 days,"(480.0, 1000.0]"
269862,2022-04-06,121.14,365 days,"(120.0, 240.0]"
269864,2022-04-06,236.26,365 days,"(120.0, 240.0]"
269872,2022-04-06,514.22,30 days,"(480.0, 1000.0]"
269874,2022-04-06,490.80999999999995,72 days,"(480.0, 1000.0]"
269894,2022-04-07,19.78,183 days,"(0.0, 30.0]"
269896,2022-04-07,90.87,365 days,"(60.0, 120.0]"
269898,2022-04-07,468.6099999999999,365 days,"(240.0, 480.0]"
269908,2022-04-07,0.0,214 days,0
269909,2022-04-07,0.0,39 days,0
269924,2022-04-07,1048.37,365 days,"(1000.0, 2000.0]"
269934,2022-04-07,922.42,365 days,"(480.0, 1000.0]"
269937,2022-04-07,629.3100000000001,365 days,"(480.0, 1000.0]"
269955,2022-04-07,0.0,4 days,0
269959,2022-04-07,452.07,365 days,"(240.0, 480.0]"
269975,2022-04-07,557.45,365 days,"(480.0, 1000.0]"
269976,2022-04-07,375.14000000000004,91 days,"(240.0, 480.0]"
269978,2022-04-07,339.34,365 days,"(240.0, 480.0]"
269981,2022-04-07,140.25,153 days,"(120.0, 240.0]"
269984,2022-04-07,1649.0699999999997,153 days,"(1000.0, 2000.0]"
270000,2022-04-07,151.61,91 days,"(120.0, 240.0]"
270003,2022-04-07,162.22,365 days,"(120.0, 240.0]"
270009,2022-04-07,327.83000000000004,396 days,"(240.0, 480.0]"
270014,2022-04-07,342.96000000000004,365 days,"(240.0, 480.0]"
270018,2022-04-08,140.25,61 days,"(120.0, 240.0]"
270022,2022-04-08,805.45,365 days,"(480.0, 1000.0]"
270036,2022-04-08,457.85,61 days,"(240.0, 480.0]"
270042,2022-04-08,2241.1000000000004,122 days,"(2000.0, 3000.0]"
270062,2022-04-08,171.92999999999998,365 days,"(120.0, 240.0]"
270075,2022-04-08,2835.1600000000003,365 days,"(2000.0, 3000.0]"
270098,2022-04-08,363.76000000000005,365 days,"(240.0, 480.0]"
270099,2022-04-08,0.0,30 days,0
270103,2022-04-08,44.93,456 days,"(30.0, 60.0]"
270107,2022-04-08,0.0,112 days,0
270135,2022-04-08,249.31999999999996,365 days,"(240.0, 480.0]"
270169,2022-04-09,0.0,111 days,0
270175,2022-04-09,0.0,214 days,0
270179,2022-04-09,1075.41,91 days,"(1000.0, 2000.0]"
270183,2022-04-09,49.71,365 days,"(30.0, 60.0]"
270188,2022-04-09,110.37,426 days,"(60.0, 120.0]"
270197,2022-04-09,101.01999999999998,365 days,"(60.0, 120.0]"
270209,2022-04-09,0.0,30 days,0
270216,2022-04-09,23.240000000000006,365 days,"(0.0, 30.0]"
270240,2022-04-09,1012.63,183 days,"(1000.0, 2000.0]"
270244,2022-04-09,15.969999999999999,365 days,"(0.0, 30.0]"
270245,2022-04-09,144.6,365 days,"(120.0, 240.0]"
270247,2022-04-09,794.93,91 days,"(480.0, 1000.0]"
270263,2022-04-10,816.8999999999999,365 days,"(480.0, 1000.0]"
270265,2022-04-10,123.05999999999999,365 days,"(120.0, 240.0]"
270304,2022-04-10,58.93,1 days,"(30.0, 60.0]"
270324,2022-04-10,59.17,365 days,"(30.0, 60.0]"
270363,2022-04-10,255.42000000000002,92 days,"(240.0, 480.0]"
270367,2022-04-10,880.4499999999999,365 days,"(480.0, 1000.0]"
270393,2022-04-11,641.86,61 days,"(480.0, 1000.0]"
270435,2022-04-11,88.0,30 days,"(60.0, 120.0]"
270455,2022-04-11,65.03,365 days,"(60.0, 120.0]"
270460,2022-04-11,1399.3300000000002,92 days,"(1000.0, 2000.0]"
270474,2022-04-11,511.23,365 days,"(480.0, 1000.0]"
270478,2022-04-11,0.0,31 days,0
270486,2022-04-11,946.2000000000002,30 days,"(480.0, 1000.0]"
270509,2022-04-12,59.95,61 days,"(30.0, 60.0]"
270517,2022-04-12,0.0,214 days,0
270518,2022-04-12,0.0,365 days,0
270529,2022-04-12,4.13,365 days,"(0.0, 30.0]"
270596,2022-04-12,554.35,365 days,"(480.0, 1000.0]"
270599,2022-04-12,2576.8,61 days,"(2000.0, 3000.0]"
270602,2022-04-12,19.509999999999998,1 days,"(0.0, 30.0]"
270606,2022-04-12,1364.2000000000003,365 days,"(1000.0, 2000.0]"
270607,2022-04-12,650.89,365 days,"(480.0, 1000.0]"
270616,2022-04-13,1462.2000000000003,214 days,"(1000.0, 2000.0]"
270619,2022-04-13,344.34999999999997,91 days,"(240.0, 480.0]"
270633,2022-04-13,683.5600000000001,30 days,"(480.0, 1000.0]"
270648,2022-04-13,103.13,91 days,"(60.0, 120.0]"
270670,2022-04-13,86.0,5 days,"(60.0, 120.0]"
270671,2022-04-13,2884.06,365 days,"(2000.0, 3000.0]"
270700,2022-04-13,611.54,33 days,"(480.0, 1000.0]"
270702,2022-04-13,0.0,107 days,0
270710,2022-04-13,912.1599999999999,61 days,"(480.0, 1000.0]"
270725,2022-04-13,199.5,61 days,"(120.0, 240.0]"
270738,2022-04-13,3103.63,365 days,"(3000.0, 4000.0]"
270744,2022-04-14,956.56,61 days,"(480.0, 1000.0]"
270749,2022-04-14,0.0,209 days,0
270757,2022-04-14,0.0,0 days,0
270784,2022-04-14,103.91000000000001,365 days,"(60.0, 120.0]"
270811,2022-04-14,185.90999999999997,214 days,"(120.0, 240.0]"
270824,2022-04-14,163.11,214 days,"(120.0, 240.0]"
270833,2022-04-14,506.48999999999995,365 days,"(480.0, 1000.0]"
270848,2022-04-15,105.45,91 days,"(60.0, 120.0]"
270898,2022-04-15,31.86,365 days,"(30.0, 60.0]"
270902,2022-04-15,0.0,31 days,0
270904,2022-04-15,0.0,105 days,0
270906,2022-04-15,0.0,61 days,0
270910,2022-04-15,0.0,105 days,0
270911,2022-04-15,138.28,365 days,"(120.0, 240.0]"
270928,2022-04-15,388.36,365 days,"(240.0, 480.0]"
270930,2022-04-15,708.9000000000001,365 days,"(480.0, 1000.0]"
270931,2022-04-15,951.34,365 days,"(480.0, 1000.0]"
270947,2022-04-16,20.47,2 days,"(0.0, 30.0]"
270957,2022-04-16,1320.94,30 days,"(1000.0, 2000.0]"
270968,2022-04-16,167.1,365 days,"(120.0, 240.0]"
270988,2022-04-16,483.96,92 days,"(480.0, 1000.0]"
271006,2022-04-16,112.77000000000001,30 days,"(60.0, 120.0]"
271015,2022-04-16,3048.1200000000003,365 days,"(3000.0, 4000.0]"
271029,2022-04-17,0.0,365 days,0
271035,2022-04-17,1532.9600000000003,365 days,"(1000.0, 2000.0]"
271054,2022-04-17,22.619999999999997,5 days,"(0.0, 30.0]"
271075,2022-04-17,0.0,30 days,0
271077,2022-04-17,0.0,30 days,0
271082,2022-04-17,7.640000000000001,365 days,"(0.0, 30.0]"
271083,2022-04-17,129.98000000000002,30 days,"(120.0, 240.0]"
271087,2022-04-17,0.0,30 days,0
271089,2022-04-17,0.0,91 days,0
271094,2022-04-17,83.16,30 days,"(60.0, 120.0]"
271098,2022-04-17,112.11,365 days,"(60.0, 120.0]"
271114,2022-04-17,183.72,365 days,"(120.0, 240.0]"
271125,2022-04-18,10.53,365 days,"(0.0, 30.0]"
271140,2022-04-18,398.5,365 days,"(240.0, 480.0]"
271154,2022-04-18,3556.3300000000004,365 days,"(3000.0, 4000.0]"
271185,2022-04-18,2336.8700000000003,365 days,"(2000.0, 3000.0]"
271197,2022-04-18,143.30000000000004,730 days,"(120.0, 240.0]"
271220,2022-04-18,191.73000000000002,365 days,"(120.0, 240.0]"
271228,2022-04-19,75.48,30 days,"(60.0, 120.0]"
271243,2022-04-19,469.90999999999997,365 days,"(240.0, 480.0]"
271296,2022-04-19,58.41,30 days,"(30.0, 60.0]"
271300,2022-04-19,593.46,30 days,"(480.0, 1000.0]"
271306,2022-04-19,59.36000000000001,365 days,"(30.0, 60.0]"
271310,2022-04-19,22.950000000000003,365 days,"(0.0, 30.0]"
271326,2022-04-19,1871.19,426 days,"(1000.0, 2000.0]"
271338,2022-04-20,1268.6299999999999,518 days,"(1000.0, 2000.0]"
271348,2022-04-20,1069.1699999999998,365 days,"(1000.0, 2000.0]"
271352,2022-04-20,125.13999999999999,29 days,"(120.0, 240.0]"
271371,2022-04-20,336.76000000000005,365 days,"(240.0, 480.0]"
271388,2022-04-20,69.71,365 days,"(60.0, 120.0]"
271392,2022-04-20,0.0,30 days,0
271394,2022-04-20,0.0,100 days,0
271426,2022-04-21,43.7,30 days,"(30.0, 60.0]"
271431,2022-04-21,0.0,99 days,0
271465,2022-04-21,1099.4099999999999,60 days,"(1000.0, 2000.0]"
271488,2022-04-21,0.0,365 days,0
271508,2022-04-21,215.38,365 days,"(120.0, 240.0]"
271519,2022-04-21,3094.09,365 days,"(3000.0, 4000.0]"
271543,2022-04-22,1080.6899999999998,365 days,"(1000.0, 2000.0]"
271557,2022-04-22,189.7,63 days,"(120.0, 240.0]"
271605,2022-04-22,0.0,365 days,0
271617,2022-04-22,12.32,365 days,"(0.0, 30.0]"
271664,2022-04-23,1582.1,153 days,"(1000.0, 2000.0]"
271670,2022-04-23,267.59,365 days,"(240.0, 480.0]"
271715,2022-04-23,0.58,1 days,"(0.0, 30.0]"
271720,2022-04-23,65.75,365 days,"(60.0, 120.0]"
271755,2022-04-24,44.33,365 days,"(30.0, 60.0]"
271760,2022-04-24,52.0,365 days,"(30.0, 60.0]"
271761,2022-04-24,1765.08,365 days,"(1000.0, 2000.0]"
271768,2022-04-24,2.83,365 days,"(0.0, 30.0]"
271787,2022-04-24,66.7,365 days,"(60.0, 120.0]"
271792,2022-04-24,315.7700000000001,25 days,"(240.0, 480.0]"
271800,2022-04-24,1944.17,365 days,"(1000.0, 2000.0]"
271806,2022-04-24,91.76,31 days,"(60.0, 120.0]"
271837,2022-04-24,298.99,92 days,"(240.0, 480.0]"
271841,2022-04-24,0.0,365 days,0
271849,2022-04-25,0.0,365 days,0
271851,2022-04-25,759.3299999999999,365 days,"(480.0, 1000.0]"
271856,2022-04-25,688.89,365 days,"(480.0, 1000.0]"
271872,2022-04-25,333.68999999999994,365 days,"(240.0, 480.0]"
271896,2022-04-25,342.23999999999995,365 days,"(240.0, 480.0]"
271903,2022-04-25,803.15,365 days,"(480.0, 1000.0]"
271925,2022-04-25,1425.9299999999998,365 days,"(1000.0, 2000.0]"
271935,2022-04-25,0.05,365 days,"(0.0, 30.0]"
271950,2022-04-26,2250.9099999999994,214 days,"(2000.0, 3000.0]"
271951,2022-04-26,15.4,365 days,"(0.0, 30.0]"
271991,2022-04-26,2924.54,365 days,"(2000.0, 3000.0]"
272001,2022-04-26,1298.4100000000003,30 days,"(1000.0, 2000.0]"
272017,2022-04-26,0.0,30 days,0
272027,2022-04-26,0.0,122 days,0
272029,2022-04-26,1302.83,365 days,"(1000.0, 2000.0]"
272035,2022-04-26,2087.6,365 days,"(2000.0, 3000.0]"
272050,2022-04-26,48.53,365 days,"(30.0, 60.0]"
272058,2022-04-26,1096.1799999999996,365 days,"(1000.0, 2000.0]"
272059,2022-04-26,15.68,16 days,"(0.0, 30.0]"
272063,2022-04-26,93.55,365 days,"(60.0, 120.0]"
272077,2022-04-27,0.0,6 days,0
272083,2022-04-27,0.0,30 days,0
272089,2022-04-27,919.54,365 days,"(480.0, 1000.0]"
272127,2022-04-27,4.48,6 days,"(0.0, 30.0]"
272128,2022-04-27,2.27,365 days,"(0.0, 30.0]"
272144,2022-04-27,306.13000000000005,365 days,"(240.0, 480.0]"
272145,2022-04-27,110.24000000000001,365 days,"(60.0, 120.0]"
272157,2022-04-27,488.20000000000005,184 days,"(480.0, 1000.0]"
272175,2022-04-27,198.79000000000002,63 days,"(120.0, 240.0]"
272191,2022-04-28,0.0,30 days,0
272198,2022-04-28,0.0,30 days,0
272199,2022-04-28,728.8800000000001,91 days,"(480.0, 1000.0]"
272213,2022-04-28,105.27000000000001,365 days,"(60.0, 120.0]"
272255,2022-04-28,713.9599999999999,61 days,"(480.0, 1000.0]"
272261,2022-04-28,939.6500000000001,396 days,"(480.0, 1000.0]"
272282,2022-04-28,56.2,365 days,"(30.0, 60.0]"
272283,2022-04-28,716.6999999999998,365 days,"(480.0, 1000.0]"
272359,2022-04-29,721.6400000000001,365 days,"(480.0, 1000.0]"
272365,2022-04-29,0.0,17 days,0
272425,2022-04-30,435.4099999999999,365 days,"(240.0, 480.0]"
272437,2022-04-30,742.41,31 days,"(480.0, 1000.0]"
272452,2022-04-30,456.75,365 days,"(240.0, 480.0]"
272463,2022-04-30,415.81,365 days,"(240.0, 480.0]"
272472,2022-04-30,3878.8499999999995,395 days,"(3000.0, 4000.0]"
272490,2022-05-01,0.0,8 days,0
272504,2022-05-01,77.52000000000001,365 days,"(60.0, 120.0]"
272510,2022-05-01,2672.81,365 days,"(2000.0, 3000.0]"
272543,2022-05-01,171.99,31 days,"(120.0, 240.0]"
272544,2022-05-01,0.0,30 days,0
272570,2022-05-02,389.69,365 days,"(240.0, 480.0]"
272586,2022-05-02,778.3799999999999,365 days,"(480.0, 1000.0]"
272596,2022-05-02,1125.96,153 days,"(1000.0, 2000.0]"
272616,2022-05-02,303.79,31 days,"(240.0, 480.0]"
272659,2022-05-03,56.290000000000006,365 days,"(30.0, 60.0]"
272696,2022-05-03,217.12999999999997,153 days,"(120.0, 240.0]"
272717,2022-05-03,2709.1900000000005,92 days,"(2000.0, 3000.0]"
272755,2022-05-04,156.95000000000002,365 days,"(120.0, 240.0]"
272759,2022-05-04,0.0,12 days,0
272792,2022-05-04,66.49,94 days,"(60.0, 120.0]"
272838,2022-05-04,1003.6899999999999,365 days,"(1000.0, 2000.0]"
272842,2022-05-04,7303.85,92 days,"(6000.0, 7698.46]"
272865,2022-05-05,787.01,61 days,"(480.0, 1000.0]"
272887,2022-05-05,309.79,365 days,"(240.0, 480.0]"
272902,2022-05-05,0.0,31 days,0
272903,2022-05-05,0.0,31 days,0
272906,2022-05-05,318.87,365 days,"(240.0, 480.0]"
272909,2022-05-05,7102.07,365 days,"(6000.0, 7698.46]"
272912,2022-05-05,0.0,139 days,0
272918,2022-05-05,301.28,31 days,"(240.0, 480.0]"
272923,2022-05-05,281.99,365 days,"(240.0, 480.0]"
272924,2022-05-05,0.0,85 days,0
272961,2022-05-06,128.18,19 days,"(120.0, 240.0]"
272965,2022-05-06,3596.1099999999997,396 days,"(3000.0, 4000.0]"
272977,2022-05-06,594.98,153 days,"(480.0, 1000.0]"
272979,2022-05-06,429.3,123 days,"(240.0, 480.0]"
272983,2022-05-06,107.32000000000001,365 days,"(60.0, 120.0]"
272991,2022-05-06,2354.4999999999995,365 days,"(2000.0, 3000.0]"
273017,2022-05-06,0.0,61 days,0
273034,2022-05-06,442.53,61 days,"(240.0, 480.0]"
273060,2022-05-06,1723.6900000000003,365 days,"(1000.0, 2000.0]"
273068,2022-05-07,386.21000000000004,365 days,"(240.0, 480.0]"
273112,2022-05-07,0.0,83 days,0
273117,2022-05-07,18.720000000000002,31 days,"(0.0, 30.0]"
273126,2022-05-07,757.8199999999999,365 days,"(480.0, 1000.0]"
273131,2022-05-07,142.26,365 days,"(120.0, 240.0]"
273132,2022-05-07,706.02,61 days,"(480.0, 1000.0]"
273136,2022-05-07,256.56,365 days,"(240.0, 480.0]"
273161,2022-05-08,49.36,365 days,"(30.0, 60.0]"
273164,2022-05-08,27.99,31 days,"(0.0, 30.0]"
273196,2022-05-08,0.0,4 days,0
273214,2022-05-08,84.49999999999999,365 days,"(60.0, 120.0]"
273235,2022-05-08,118.50000000000001,365 days,"(60.0, 120.0]"
273249,2022-05-09,460.28999999999996,365 days,"(240.0, 480.0]"
273329,2022-05-09,713.98,365 days,"(480.0, 1000.0]"
273371,2022-05-10,168.53,31 days,"(120.0, 240.0]"
273423,2022-05-10,5897.06,123 days,"(4000.0, 6000.0]"
273443,2022-05-10,91.14999999999999,365 days,"(60.0, 120.0]"
273464,2022-05-10,408.83,7 days,"(240.0, 480.0]"
273486,2022-05-10,474.02,31 days,"(240.0, 480.0]"
273499,2022-05-11,0.08,365 days,"(0.0, 30.0]"
273523,2022-05-11,27.11,365 days,"(0.0, 30.0]"
273544,2022-05-11,150.64000000000001,4 days,"(120.0, 240.0]"
273599,2022-05-11,10.370000000000001,1 days,"(0.0, 30.0]"
273628,2022-05-12,128.18,365 days,"(120.0, 240.0]"
273630,2022-05-12,665.92,365 days,"(480.0, 1000.0]"
273654,2022-05-12,333.49999999999994,31 days,"(240.0, 480.0]"
273671,2022-05-12,1207.49,396 days,"(1000.0, 2000.0]"
273684,2022-05-12,45.43,4 days,"(30.0, 60.0]"
273695,2022-05-12,177.57999999999998,153 days,"(120.0, 240.0]"
273723,2022-05-12,0.0,365 days,0
273763,2022-05-13,10.15,365 days,"(0.0, 30.0]"
273839,2022-05-13,77.83,365 days,"(60.0, 120.0]"
273841,2022-05-13,1951.0500000000002,365 days,"(1000.0, 2000.0]"
273846,2022-05-13,1120.48,365 days,"(1000.0, 2000.0]"
273852,2022-05-13,343.92,365 days,"(240.0, 480.0]"
273862,2022-05-13,75.03,122 days,"(60.0, 120.0]"
273936,2022-05-14,205.55,374 days,"(120.0, 240.0]"
273951,2022-05-14,118.75000000000001,31 days,"(60.0, 120.0]"
273953,2022-05-14,13.75,61 days,"(0.0, 30.0]"
273978,2022-05-15,0.0,365 days,0
273992,2022-05-15,523.06,365 days,"(480.0, 1000.0]"
273994,2022-05-15,9.879999999999999,365 days,"(0.0, 30.0]"
274000,2022-05-15,182.67999999999998,365 days,"(120.0, 240.0]"
274039,2022-05-15,2918.2599999999998,365 days,"(2000.0, 3000.0]"
274050,2022-05-15,3918.79,365 days,"(3000.0, 4000.0]"
274057,2022-05-15,605.88,365 days,"(480.0, 1000.0]"
274070,2022-05-16,2387.53,365 days,"(2000.0, 3000.0]"
274087,2022-05-16,232.47000000000003,365 days,"(120.0, 240.0]"
274130,2022-05-16,1182.31,365 days,"(1000.0, 2000.0]"
274137,2022-05-16,0.0,365 days,0
274157,2022-05-16,470.04999999999995,61 days,"(240.0, 480.0]"
274162,2022-05-16,1177.4,365 days,"(1000.0, 2000.0]"
274163,2022-05-16,1019.1000000000001,365 days,"(1000.0, 2000.0]"
274166,2022-05-16,180.69,214 days,"(120.0, 240.0]"
274189,2022-05-17,282.3399999999999,24 days,"(240.0, 480.0]"
274209,2022-05-17,2207.84,365 days,"(2000.0, 3000.0]"
274269,2022-05-17,213.64999999999998,365 days,"(120.0, 240.0]"
274273,2022-05-17,601.3399999999999,365 days,"(480.0, 1000.0]"
274276,2022-05-17,164.20000000000002,123 days,"(120.0, 240.0]"
274278,2022-05-18,145.9,365 days,"(120.0, 240.0]"
274317,2022-05-18,252.60000000000002,365 days,"(240.0, 480.0]"
274371,2022-05-18,265.07,31 days,"(240.0, 480.0]"
274377,2022-05-18,234.99999999999997,365 days,"(120.0, 240.0]"
274382,2022-05-18,833.3399999999999,365 days,"(480.0, 1000.0]"
274402,2022-05-19,96.53,123 days,"(60.0, 120.0]"
274433,2022-05-19,675.34,153 days,"(480.0, 1000.0]"
274438,2022-05-19,89.37,365 days,"(60.0, 120.0]"
274460,2022-05-19,665.4499999999999,153 days,"(480.0, 1000.0]"
274464,2022-05-19,155.78,62 days,"(120.0, 240.0]"
274475,2022-05-19,584.11,365 days,"(480.0, 1000.0]"
274498,2022-05-19,1971.9599999999998,365 days,"(1000.0, 2000.0]"
274501,2022-05-19,297.31,31 days,"(240.0, 480.0]"
274521,2022-05-20,89.78000000000002,365 days,"(60.0, 120.0]"
274536,2022-05-20,1139.87,365 days,"(1000.0, 2000.0]"
274544,2022-05-20,85.44,3 days,"(60.0, 120.0]"
274552,2022-05-20,1289.76,365 days,"(1000.0, 2000.0]"
274564,2022-05-20,3706.7599999999998,365 days,"(3000.0, 4000.0]"
274572,2022-05-20,972.4599999999999,365 days,"(480.0, 1000.0]"
